player,date_of_birth,pronounced,height_inches,height_meters,weight_lbs,hand,backhand,pro_date,retire_date,pro_year,retire_year,birthplace,birth_city,birth_state,birth_country,primary_residence,primary_city,primary_state,primary_country,secondary_residence,secondary_city,secondary_state,secondary_country,player_url,ytd_wta_singles_titles,career_wta_singles_titles,ytd_wta_doubles_titles,career_wta_doubles_titles,ytd_itf_singles_titles,career_itf_singles_titles,ytd_itf_doubles_titles,career_itf_doubles_titles,ytd_prize_money,career_prize_money,ytd_wl_singles,career_wl_singles,ytd_wl_doubles,career_wl_doubles,ytd_singles_wins,ytd_singles_losses,career_singles_wins,career_singles_losses,ytd_doubles_wins,ytd_doubles_losses,career_doubles_wins,career_doubles_losses,tour,date_data,bmi
Marie-Gayanay Mikaelian,3/3/84,maree-Gay-yah-NAY Mi-KAY-lian,67,1.7,139,R,two,3-Mar-01,NA,2001,NA,"Lausanne, Switzerland",Lausanne,,Switzerland,"Yens, Switzerland",Yens,,Switzerland,,,,,http://www.wtatennis.com/players/player/5584/title/marie-gayanay-mikaelian,NA,1,NA,0,NA,1,NA,0,0,543735,NA,141-109,NA,11-Jan,NA,NA,141,109,NA,NA,1,11,WTA,8/5/14,21.7680998
Marina Erakovic,3/6/88,NA,69,1.7,143,R,two,2006,NA,2006,NA,"Split, Croatia",Split,,Croatia,"Auckland, New Zealand",Auckland,,New Zealand,,,,,http://www.wtatennis.com/players/player/11369/title/marina-erakovic,0,1,1,8,0,12,0,6,301191,1822928,14-18,292-181,13-Nov,158-113,14,18,292,181,11,13,158,113,WTA,8/5/14,21.11510187
Marion Bartoli,10/2/84,NA,66,1.7,139,R,two,2000,14-Aug-13,2000,2013,"Le Puy en Velay, France",Le Puy en Velay,,France,"Geneva, Switzerland",Geneva,,Switzerland,,,,,http://www.wtatennis.com/players/player/1007/title/marion-bartoli,NA,8,NA,3,NA,6,NA,1,0,11055114,NA,490-299,NA,117-82,NA,NA,490,299,NA,NA,117,82,WTA,8/5/14,22.43273646
Marion Maruska,12/15/72,NA,NA,NA,NA,R,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/4987/title/marion-maruska,NA,1,NA,0,NA,4,NA,3,0,342007,NA,231-208,NA,66-94,NA,NA,231,208,NA,NA,66,94,WTA,8/5/14,NA
Marissa Gould,6/23/80,NA,67,1.7,130,R,two,2000,NA,2000,NA,"Santa Monica, CA, USA",Santa Monica,California,USA,"Santa Monica, CA, USA",Santa Monica,California,USA,,,,,http://www.wtatennis.com/players/player/3732/title/marissa-gould,NA,0,NA,0,NA,8,NA,2,0,779749,NA,246-167,NA,34-44,NA,NA,246,167,NA,NA,34,44,WTA,8/5/14,20.35865449
Mariya Koryttseva,5/25/85,NA,68,1.7,134,R,two,2000,NA,2000,NA,"Kiev, Ukraine",Kiev,,Ukraine,"Kharkov, Ukraine",Kharkov,,Ukraine,,,,,http://www.wtatennis.com/players/player/4501/title/mariya-koryttseva,NA,0,NA,6,NA,6,NA,19,0,900588,NA,285-220,NA,221-153,NA,NA,285,220,NA,NA,221,153,WTA,8/5/14,20.37240484
Marketa Kochta,7/14/75,NA,67,1.6,129,R,,NA,NA,NA,NA,"Prague, Czech Republic",Prague,,Czech Republic,"Munich, Germany",Munich,,Germany,,,,,http://www.wtatennis.com/players/player/4091/title/marketa-kochta,NA,0,NA,0,NA,2,NA,1,0,375688,NA,193-202,NA,49-75,NA,NA,193,202,NA,NA,49,75,WTA,8/5/14,20.20204945
Marlene Weingartner,1/30/80,mar-LAY-nah VINE-gart-ner,68,1.7,123,R,two,NA,NA,NA,NA,"Heidelberg, Germany",Heidelberg,,Germany,"Ulm, Germany",Ulm,,Germany,,,,,http://www.wtatennis.com/players/player/9007/title/marlene-weingartner,NA,0,NA,1,NA,0,NA,3,0,1127324,NA,233-255,NA,97-120,NA,NA,233,255,NA,NA,97,120,WTA,8/5/14,18.70004325
Marta Domachowska,1/16/86,doh-mah-HOV-ska,69,1.7,132,R,two,2001,NA,2001,NA,"Warsaw, Poland",Warsaw,,Poland,"Warsaw, Poland",Warsaw,,Poland,,,,,http://www.wtatennis.com/players/player/9688/title/marta-domachowska,0,0,0,1,0,8,0,5,4559,1063113,3-Jan,323-247,0-0,117-130,1,3,323,247,0,0,117,130,WTA,8/5/14,19.49086326
Marta Marrero,1/16/83,ma-RAIR-oh,68,1.7,141,R,two,1998,NA,1998,NA,"Las Palmas de Gran Canaria, Spain",Las Palmas de Gran Canaria,,Spain,"Las Palmas de Gran Canaria, Spain",Las Palmas de Gran Canaria,,Spain,,,,,http://www.wtatennis.com/players/player/5567/title/marta-marrero,NA,0,NA,2,NA,9,NA,5,0,901252,NA,284-209,NA,103-122,NA,NA,284,209,NA,NA,103,122,WTA,8/5/14,21.43663495
Martina Hingis,9/30/80,HING-giss,67,1.7,130,R,two,1994,NA,1994,NA,"Kosice, Slovakia",Kosice,,Slovakia,"Hí_rden, Switzerland",Hí_rden,,Switzerland,,,,,http://www.wtatennis.com/players/player/3491/title/martina-hingis,0,43,1,38,0,2,0,1,170636,20321897,0-0,548-133,5-Sep,298-64,0,0,548,133,9,5,298,64,WTA,8/5/14,20.35865449
Martina Muller,10/11/82,MOO-ler,65,1.6,123,R,two,1999,11-Aug,1999,2011,"Hannover, Germany",Hannover,,Germany,"Sehnde, Germany",Sehnde,,Germany,,,,,http://www.wtatennis.com/players/player/5582/title/martina-muller,NA,1,NA,1,NA,10,NA,10,0,1043111,NA,289-257,NA,159-169,NA,NA,289,257,NA,NA,159,169,WTA,8/5/14,20.4660355
Martina Navratilova,10/18/56,nav-ra-ti-LOH-vuh,68,1.7,145,L,one,1975,2006,1975,2006,"Prague, Czech Republic",Prague,,Czech Republic,"Sarasota, Florida, USA",Sarasota,Florida,USA,,,,,http://www.wtatennis.com/players/player/5744/title/martina-navratilova,NA,167,NA,177,NA,1,NA,9,0,21626089,NA,1442-219,NA,747-143,NA,NA,1442,219,NA,NA,747,143,WTA,8/5/14,22.04476644
Martina Sucha,11/20/80,SOO-ha,67,1.7,125,R,two,1996,NA,1996,NA,"Nove Zamky, Slovakia",Nove Zamky,,Slovakia,"Nove Zamky, Slovakia",Nove Zamky,,Slovakia,,,,,http://www.wtatennis.com/players/player/7507/title/martina-sucha,NA,2,NA,0,NA,5,NA,2,0,970609,NA,328-255,NA,31-49,NA,NA,328,255,NA,NA,31,49,WTA,8/5/14,19.57562932
Mary Innes,10/9/70,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/3671/title/mary-innes,NA,0,NA,0,NA,0,NA,0,0,50,NA,1-Feb,NA,1-Jan,NA,NA,2,1,NA,NA,1,1,WTA,8/5/14,NA
Mary Joe Fernandez,8/19/71,NA,69,1.7,140,R,two,1986,2000,1986,2000,Dominican Republic,,,Dominican Republic,"Miami, Florida, USA",Miami,Florida,USA,,,,,http://www.wtatennis.com/players/player/2349/title/mary-joe-fernandez,NA,7,NA,17,NA,0,NA,2,0,5256304,NA,437-203,NA,344-141,NA,NA,437,203,NA,NA,344,141,WTA,8/5/14,20.6721277
Mary Lou Daniels,8/6/61,NA,NA,NA,NA,R,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/6190/title/mary-lou-daniels,NA,0,NA,4,NA,2,NA,5,0,661786,NA,204-210,NA,184-163,NA,NA,204,210,NA,NA,184,163,WTA,8/5/14,NA
Mary Pierce,1/15/75,NA,61,1.7,150,R,two,Mar-89,NA,1989,NA,"Montrí©al, Canada",Montrí©al,,Canada,"Sarasota, FL, USA",Sarasota,Florida,USA,,,,,http://www.wtatennis.com/players/player/6297/title/mary-pierce,NA,18,NA,10,NA,2,NA,4,0,9793119,NA,511-237,NA,197-116,NA,NA,511,237,NA,NA,197,116,WTA,8/5/14,28.33915614
Marzia Grossi,9/2/70,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/2725/title/marzia-grossi,NA,1,NA,0,NA,2,NA,7,0,145460,NA,128-108,NA,53-49,NA,NA,128,108,NA,NA,53,49,WTA,8/5/14,NA
Masa Zec-Peskiric,1/21/87,NA,NA,NA,NA,R,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/11407/title/masa-zec-peskiric,0,0,0,0,1,14,2,10,6579,361631,14-Sep,319-261,13-4,143-117,9,14,319,261,13,4,143,117,WTA,8/5/14,NA
Masako Yanagi,11/11/59,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/9128/title/masako-yanagi,NA,0,NA,0,NA,1,NA,2,0,148325,NA,132-136,NA,59-79,NA,NA,132,136,NA,NA,59,79,WTA,8/5/14,NA
Mashona Washington,5/31/76,ma-SHOH-nuh,66,1.6,130,R,two,Jan-95,NA,1995,NA,"Flint, Michigan, USA",Flint,Michigan,USA,"Houston, Texas, USA",Houston,Texas,USA,,,,,http://www.wtatennis.com/players/player/8991/title/mashona-washington,NA,0,NA,0,NA,2,NA,15,0,975863,NA,373-353,NA,213-207,NA,NA,373,353,NA,NA,213,207,WTA,8/5/14,20.98025712
Mathilde Johansson,4/28/85,NA,68,1.7,126,R,two,2000,NA,2000,NA,"Goteborg, Sweden",Goteborg,,Sweden,"Boulogne Billancourt, France",Boulogne Billancourt,,France,,,,,http://www.wtatennis.com/players/player/3940/title/mathilde-johansson,0,0,0,0,0,12,0,1,77682,1336167,16-17,349-289,2-Jan,65-84,16,17,349,289,1,2,65,84,WTA,8/5/14,19.15614187
Maureen Drake,3/21/71,NA,69,1.7,163,R,two,14-Jun-91,11-Apr,1991,2011,"Toronto, Canada",Toronto,,Canada,"Toronto, Canada",Toronto,,Canada,,,,,http://www.wtatennis.com/players/player/1788/title/maureen-drake,NA,0,NA,0,NA,6,NA,8,0,791577,NA,445-379,NA,163-179,NA,NA,445,379,NA,NA,163,179,WTA,8/5/14,24.06826297
Maya Kidowaki,5/17/69,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/3966/title/maya-kidowaki,NA,0,NA,2,NA,6,NA,7,0,286000,NA,152-116,NA,117-95,NA,NA,152,116,NA,NA,117,95,WTA,8/5/14,NA
Meghann Shaughnessy,4/13/79,MEG-an SHAW-ne-see,61,1.8,135,R,two,Apr-96,NA,1996,NA,"Richmond, VA, USA",Richmond,Virginia,USA,"Scottsdale, AZ, USA",Scottsdale,Arizona,USA,,,,,http://www.wtatennis.com/players/player/7721/title/meghann-shaughnessy,NA,6,NA,17,NA,6,NA,2,0,3975223,NA,378-343,NA,315-185,NA,NA,378,343,NA,NA,315,185,WTA,8/5/14,25.50524053
Meike Babel,11/22/74,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/656/title/meike-babel,NA,0,NA,1,NA,2,NA,2,0,546425,NA,132-113,NA,67-80,NA,NA,132,113,NA,NA,67,80,WTA,8/5/14,NA
Meilen Tu,1/17/78,MAY-len too,64,1.6,111,R,two,31-Oct-94,NA,1994,NA,"Tarzana, California, USA",Tarzana,California,USA,"Porter Ranch, California, USA",Porter Ranch,California,USA,,,,,http://www.wtatennis.com/players/player/8305/title/meilen-tu,NA,1,NA,4,NA,4,NA,4,0,1590412,NA,333-304,NA,184-207,NA,NA,333,304,NA,NA,184,207,WTA,8/5/14,19.05102539
Melanie Oudin,9/23/91,NA,66,1.6,130,R,two,8-Feb,NA,2008,NA,"Marietta, GA, USA",Marietta,Georgia,USA,"Marietta, GA, USA",Marietta,Georgia,USA,,,,,http://www.wtatennis.com/players/player/13174/title/melanie-oudin,0,1,0,0,0,6,0,0,51829,1413835,19-14,210-164,3-Mar,55-71,19,14,210,164,3,3,55,71,WTA,8/5/14,20.98025712
Melanie Schnell,2/22/77,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/7210/title/melanie-schnell,NA,0,NA,0,NA,2,NA,4,0,157096,NA,161-146,NA,59-61,NA,NA,161,146,NA,NA,59,61,WTA,8/5/14,NA
Melanie South,5/3/86,NA,69,1.7,NA,R,two,NA,NA,NA,NA,"Kingston, England",Kingston,,England,"New Malden, England",New Malden,,England,,,,,http://www.wtatennis.com/players/player/9935/title/melanie-south,NA,0,NA,0,NA,6,NA,24,0,464880,NA,301-257,NA,236-156,NA,NA,301,257,NA,NA,236,156,WTA,8/5/14,NA
Melinda Czink,10/22/82,NA,61,1.7,136,L,two,2000,NA,2000,NA,"Budapest, Hungary",Budapest,,Hungary,"Budapest, Hungary",Budapest,,Hungary,,,,,http://www.wtatennis.com/players/player/1682/title/melinda-czink,0,1,0,0,0,20,0,10,17373,1497874,10-Jul,425-316,0-0,125-146,7,10,425,316,0,0,125,146,WTA,8/5/14,25.69416823
Melissa Brown,4/11/68,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/458/title/melissa-brown,NA,0,NA,0,NA,0,NA,0,0,38798,NA,63-73,NA,0-5,NA,NA,63,73,NA,NA,0,5,WTA,8/5/14,NA
Melissa Gurney,6/24/69,NA,NA,NA,NA,R,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/2735/title/melissa-gurney,NA,1,NA,0,NA,2,NA,0,0,163195,NA,85-76,NA,24-Jun,NA,NA,85,76,NA,NA,6,24,WTA,8/5/14,NA
Meng Yuan,5/9/86,NA,66,1.6,139,R,two,2003,NA,2003,NA,"Hu Nan, China",Hu Nan,,China,"Hong Kong, China",Hong Kong,,China,,,,,http://www.wtatennis.com/players/player/10116/title/meng-yuan,NA,0,NA,0,NA,4,NA,1,0,398845,NA,224-176,NA,30-46,NA,NA,224,176,NA,NA,30,46,WTA,8/5/14,22.43273646
Mercedes Paz,6/27/66,NA,NA,NA,NA,R,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/6173/title/mercedes-paz,NA,3,NA,20,NA,2,NA,11,0,1154319,NA,280-279,NA,385-245,NA,NA,280,279,NA,NA,385,245,WTA,8/5/14,NA
Meredith McGrath,4/28/71,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/5080/title/meredith-mcgrath,NA,3,NA,25,NA,1,NA,3,0,1447627,NA,130-98,NA,255-84,NA,NA,130,98,NA,NA,255,84,WTA,8/5/14,NA
Mervana Jugic-Salkic,5/14/80,NA,61,1.7,145,R,two,1999,NA,1999,NA,"Lehica, Bosnia",Lehica,,Bosnia,"Zagreb, Croatia",Zagreb,,Croatia,,,,,http://www.wtatennis.com/players/player/3898/title/mervana-jugic-salkic,NA,0,NA,2,NA,15,NA,43,0,535920,NA,406-253,NA,361-188,NA,NA,406,253,NA,NA,361,188,WTA,8/5/14,27.3945176
Michaela Pastikova,3/27/80,NA,69,1.7,154,R,two,1996,NA,1996,NA,"Sumperk, Czech Republic",Sumperk,,Czech Republic,"Prague, Czech Republic",Prague,,Czech Republic,,,,,http://www.wtatennis.com/players/player/6545/title/michaela-pastikova,NA,0,NA,1,NA,8,NA,19,0,543500,NA,351-297,NA,288-206,NA,NA,351,297,NA,NA,288,206,WTA,8/5/14,22.73934047
Michaella Krajicek,1/9/89,mi-KAY-luh CRY-chek,69,1.7,152,R,two,16-Jun-03,NA,2003,NA,"Delft, Netherlands",Delft,,Netherlands,"Bradenton, FL, USA",Bradenton,Florida,USA,,,,,http://www.wtatennis.com/players/player/10870/title/michaella-krajicek,0,3,1,6,2,10,3,14,135561,1658155,13-7,257-168,33-10,201-115,13,7,257,168,33,10,201,115,WTA,8/5/14,22.44402436
Michelle Casati,6/27/67,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/8146/title/michelle-casati,NA,0,NA,0,NA,0,NA,0,0,151466,NA,52-79,NA,29-May,NA,NA,52,79,NA,NA,5,29,WTA,8/5/14,NA
Michelle Jaggard-Lai,5/6/69,NA,NA,NA,NA,R,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/3782/title/michelle-jaggard-lai,NA,0,NA,3,NA,2,NA,6,0,398095,NA,179-178,NA,147-138,NA,NA,179,178,NA,NA,147,138,WTA,8/5/14,NA
Michelle Larcher De Brito,1/29/93,NA,65,1.6,125,R,two,7-Feb-07,NA,2007,NA,"Lisbon, Portugal",Lisbon,,Portugal,"Bradenton, FL, USA",Bradenton,Florida,USA,,,,,http://www.wtatennis.com/players/player/14089/title/michelle-larcher-de-brito,0,0,0,0,0,3,0,0,164640,798051,21-12,185-143,0-0,6-Feb,21,12,185,143,0,0,2,6,WTA,8/5/14,20.79881657
Miho Saeki,3/18/76,NA,66,1.6,125,R,two,1-Apr-94,NA,1994,NA,"New York, New York, USA",New York,New York,USA,"Tokyo, Japan",Tokyo,,Japan,,,,,http://www.wtatennis.com/players/player/7666/title/miho-saeki,NA,0,NA,4,NA,16,NA,8,0,600516,NA,291-227,NA,138-121,NA,NA,291,227,NA,NA,138,121,WTA,8/5/14,20.17332415
Milagros Sequera,9/30/80,mee-la-gros se-ke-ra,65,1.6,125,R,two,1-Jan-99,NA,1999,NA,"San Felipe, Yaracuy, Venezuela",San Felipe,Yaracuy,Venezuela,"San Diego, California, USA",San Diego,California,USA,,,,,http://www.wtatennis.com/players/player/7716/title/milagros-sequera,NA,1,NA,3,NA,11,NA,18,0,845115,NA,314-211,NA,207-132,NA,NA,314,211,NA,NA,207,132,WTA,8/5/14,20.79881657
Mima Jausovec,7/20/56,NA,63,1.6,110,R,,1975,1988,1975,1988,"Maribor, Yugoslavia",Maribor,,Yugoslavia,"Maribor, Yugoslavia",Maribor,,Yugoslavia,,,,,http://www.wtatennis.com/players/player/3784/title/mima-jausovec,NA,0,NA,0,NA,0,NA,2,0,49583,NA,22-26,NA,28-26,NA,NA,22,26,NA,NA,28,26,WTA,8/5/14,19.4834971
Miriam Oremans,9/9/72,NA,NA,NA,NA,R,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/6031/title/miriam-oremans,NA,0,NA,3,NA,2,NA,1,0,1648499,NA,289-256,NA,192-195,NA,NA,289,256,NA,NA,192,195,WTA,8/5/14,NA
Mirjana Lucic-Baroni,3/9/82,NA,61,1.8,145,R,two,26-Apr-97,NA,1997,NA,"Dortmund, Germany",Dortmund,,Germany,"Sarasota, FL, USA ",Sarasota,Florida,USA,,,,,http://www.wtatennis.com/players/player/4838/title/mirjana-lucic-baroni,0,2,0,2,0,4,0,3,208490,1850360,13-19,320-253,12-Sep,69-66,13,19,320,253,9,12,69,66,WTA,8/5/14,27.3945176
Miroslava Vavrinec,4/1/78,VAV-ree-nech,68,1.7,130,R,,15-Jan-98,NA,1998,NA,"Bojnice, Slovak Republic",Bojnice,,Slovak Republic,"Kreuzlingen, Switzerland",Kreuzlingen,,Switzerland,,,,,http://www.wtatennis.com/players/player/8659/title/miroslava-vavrinec,NA,0,NA,0,NA,3,NA,1,0,260832,NA,202-159,NA,38-68,NA,NA,202,159,NA,NA,38,68,WTA,8/5/14,19.76427336
Miroslava Vavrinec,4/1/78,VAV-ree-nech,68,1.7,130,R,,15-Jan-98,NA,1998,NA,"Bojnice, Slovak Republic",Bojnice,,Slovak Republic,"Kreuzlingen, Switzerland",Kreuzlingen,,Switzerland,,,,,http://www.wtatennis.com/players/player/8659/title/miroslava-vavrinec,NA,0,NA,0,NA,3,NA,1,0,260832,NA,202-159,NA,38-68,NA,NA,202,159,NA,NA,38,68,WTA,8/5/14,19.76427336
Misaki Doi,4/29/91,NA,63,1.5,121,L,two,NA,NA,NA,NA,"Yokohama, Japan",Yokohama,,Japan,"Tokyo, Japan",Tokyo,,Japan,,,,,http://www.wtatennis.com/players/player/13434/title/misaki-doi,0,0,1,2,1,4,0,3,169998,762165,17-17,190-159,5-Jul,58-51,17,17,190,159,7,5,58,51,WTA,8/5/14,21.43184681
Molly Van Nostrand,3/12/65,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/8577/title/molly-van-nostrand,NA,0,NA,0,NA,0,NA,0,0,152855,NA,42-70,NA,51-64,NA,NA,42,70,NA,NA,51,64,WTA,8/5/14,NA
Mona Barthel,7/11/90,NA,73,1.8,152,R,two,NA,NA,NA,NA,"Bad Segeberg, Germany",Bad Segeberg,,Germany,"Neumí_nster, Germany",Neumí_nster,,Germany,,,,,http://www.wtatennis.com/players/player/14516/title/mona-barthel,1,3,0,1,0,5,0,1,377563,1500059,25-20,239-143,10-Mar,33-44,25,20,239,143,3,10,33,44,WTA,8/5/14,20.05179208
Monica Niculescu,9/25/87,NA,66,1.6,139,R,two,2-May,NA,2002,NA,"Slatina, Romania",Slatina,,Romania,"Bucharest, Romania",Bucharest,,Romania,,,,,http://www.wtatennis.com/players/player/10091/title/monica-niculescu,0,1,2,4,0,16,0,21,365502,2703081,18-17,368-236,22-10,319-180,18,17,368,236,22,10,319,180,WTA,8/5/14,22.43273646
Monica Puig,9/27/93,NA,67,1.7,140,R,two,10-Sep,NA,2010,NA,"San Juan, Puerto Rico",San Juan,,Puerto Rico,"Miami, FL, USA",Miami,Florida,USA,,,,,http://www.wtatennis.com/players/player/17033/title/monica-puig,1,1,0,0,0,6,0,0,251848,748794,14-14,151-84,0-3,12-Sep,14,14,151,84,0,3,9,12,WTA,8/5/14,21.92470483
Monica Seles,12/2/73,SELL-ess,61,1.7,135,L,two,1989,2007,1989,2007,"Novi Sad, Yugoslavia",Novi Sad,,Yugoslavia,"Sarasota, Florida",Sarasota,,Florida,,,,,http://www.wtatennis.com/players/player/7354/title/monica-seles,NA,53,NA,6,NA,0,NA,0,0,14891762,NA,595-122,NA,89-45,NA,NA,595,122,NA,NA,89,45,WTA,8/5/14,25.50524053
Monique Javer,7/22/67,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/3785/title/monique-javer,NA,1,NA,0,NA,0,NA,0,0,314616,NA,123-206,NA,Apr-32,NA,NA,123,206,NA,NA,4,32,WTA,8/5/14,NA
Myriam Casanova,6/20/85,MEER-e-am cass-ah-NOH-vuh,67,1.7,154,R,two,NA,NA,NA,NA,"Altstatten, Switzerland",Altstatten,,Switzerland,"Altstatten, Switzerland",Altstatten,,Switzerland,,,,,http://www.wtatennis.com/players/player/1676/title/myriam-casanova,NA,1,NA,0,NA,6,NA,3,0,469516,NA,116-63,NA,48-31,NA,NA,116,63,NA,NA,48,31,WTA,8/5/14,24.11717532
Na Li,2/26/82,NA,67,1.7,143,R,two,1999,NA,1999,NA,"Wuhan, China",Wuhan,,China,"Wuhan, China",Wuhan,,China,,,,,http://www.wtatennis.com/players/player/4846/title/na-li,2,9,0,2,0,19,0,16,3409885,16709074,28-7,503-188,0-0,121-50,28,7,503,188,0,0,121,50,WTA,8/5/14,22.39451994
Nadejda Ostrovskaya,10/29/80,NA,69,1.7,143,R,,Oct-95,NA,1995,NA,"Minsk, Belarus",Minsk,,Belarus,"Minsk, Belarus",Minsk,,Belarus,,,,,http://www.wtatennis.com/players/player/6102/title/nadejda-ostrovskaya,NA,0,NA,0,NA,10,NA,19,0,277754,NA,233-193,NA,227-130,NA,NA,233,193,NA,NA,227,130,WTA,8/5/14,21.11510187
Nadia Petrova,6/8/82,NA,61,1.7,163,R,two,6-Sep-99,NA,1999,NA,"Moscow, Russia",Moscow,,Russia,"Miami, FL, USA",Miami,Florida,USA,,,,,http://www.wtatennis.com/players/player/6564/title/nadia-petrova,0,13,0,24,0,4,0,1,69900,12466924,6-Apr,533-303,4-Feb,384-175,4,6,533,303,2,4,384,175,WTA,8/5/14,30.79521634
Nadiia Kichenok,7/20/92,NA,NA,NA,NA,R,two,NA,NA,NA,NA,"Dnipropetrovsk, Ukraine",Dnipropetrovsk,,Ukraine,,,,,,,,,http://www.wtatennis.com/players/player/13874/title/nadiia-kichenok,0,0,0,0,0,4,0,19,110396,270024,14-Aug,176-116,8-Aug,184-82,8,14,176,116,8,8,184,82,WTA,8/5/14,NA
Nadine Ercegovic,2/2/73,NA,69,1.7,138,R,two,NA,NA,NA,NA,"Delff, Netherlands",Delff,,Netherlands,"Split, Croatia",Split,,Croatia,,,,,http://www.wtatennis.com/players/player/2207/title/nadine-ercegovic,NA,0,NA,0,NA,3,NA,0,0,138975,NA,106-104,NA,22-47,NA,NA,106,104,NA,NA,22,47,WTA,8/5/14,20.37681159
Nana Smith Rogers,4/10/71,NA,64,1.6,118,R,two,1-Mar-88,NA,1988,NA,"Seattle, Washington, USA",Seattle,Washington,USA,"Okinawa, Japan",Okinawa,,Japan,,,,,http://www.wtatennis.com/players/player/5087/title/nana-smith-rogers,NA,0,NA,10,NA,4,NA,31,0,1234067,NA,273-265,NA,452-288,NA,NA,273,265,NA,NA,452,288,WTA,8/5/14,20.25244141
Nancy Feber,2/5/76,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/2488/title/nancy-feber,NA,0,NA,0,NA,3,NA,8,0,315324,NA,127-98,NA,114-78,NA,NA,127,98,NA,NA,114,78,WTA,8/5/14,NA
Nanne Dahlman,9/7/70,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/1814/title/nanne-dahlman,NA,0,NA,0,NA,7,NA,6,0,344314,NA,190-144,NA,99-106,NA,NA,190,144,NA,NA,99,106,WTA,8/5/14,NA
Naoko Kijimuta,3/26/72,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/4153/title/naoko-kijimuta,NA,0,NA,5,NA,0,NA,5,0,498002,NA,122-112,NA,125-87,NA,NA,122,112,NA,NA,125,87,WTA,8/5/14,NA
Naoko Sawamatsu,3/23/73,NA,NA,NA,NA,R,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/7458/title/naoko-sawamatsu,NA,4,NA,0,NA,2,NA,0,0,1107264,NA,205-143,NA,19-34,NA,NA,205,143,NA,NA,19,34,WTA,8/5/14,NA
Natalia Egorova,9/13/66,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/471/title/natalia-egorova,NA,0,NA,2,NA,2,NA,27,0,134904,NA,219-183,NA,230-124,NA,NA,219,183,NA,NA,230,124,WTA,8/5/14,NA
Natalia Medvedeva,11/15/71,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/5008/title/natalia-medvedeva,NA,4,NA,12,NA,4,NA,6,0,906455,NA,186-128,NA,174-98,NA,NA,186,128,NA,NA,174,98,WTA,8/5/14,NA
Natasha Zvereva,4/16/71,ZVAIR-reh-vuh,68,1.7,137,R,two,May-88,NA,1988,NA,"Minsk, Russia",Minsk,,Russia,"Minsk, Belarus",Minsk,,Belarus,,,,,http://www.wtatennis.com/players/player/9251/title/natasha-zvereva,NA,4,NA,80,NA,3,NA,3,0,7792503,NA,434-252,NA,714-170,NA,NA,434,252,NA,NA,714,170,WTA,8/5/14,20.82850346
Nathalie Baudone-Furlan,7/12/72,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/502/title/nathalie-baudone-furlan,NA,0,NA,0,NA,2,NA,3,0,310043,NA,118-125,NA,32-37,NA,NA,118,125,NA,NA,32,37,WTA,8/5/14,NA
